000535	3720.68408203125	3720.68408203125	3648	5472	-43.6	0.0	-80.3	5.416597600782374	-0.35465317235807703	-15.954269175108497
000165	3721.162841796875	3721.162841796875	3648	5472	0.0	0.0	113.0	-18.509396615953754	8.458088724849489	-5.454269175108497
000674	3719.083740234375	3719.083740234375	3648	5472	-76.9	0.0	-132.5	13.460997083965538	7.514970732511506	4.945730824891502
000125	3711.497802734375	3711.497802734375	3648	5472	0.0	0.0	114.6	-9.826320568918593	5.829727106359228	1.0457308248915034
000160	3720.369140625	3720.369140625	3648	5472	0.0	0.0	138.9	-12.556541000007591	16.27205320769638	-5.554269175108498
000320	3745.7861328125	3745.7861328125	3648	5472	-30.3	0.0	151.5	-12.85637770599123	35.193164671272505	18.045730824891503
000657	3727.8125	3727.8125	3648	5472	-66.9	0.0	163.3	-5.379961582101499	11.893511970103942	23.3457308248915
000168	3721.706298828125	3721.706298828125	3648	5472	0.0	0.0	71.1	-19.289459595626578	-3.666388812094834	-6.054269175108498
000603	3730.033447265625	3730.033447265625	3648	5472	-43.5	0.0	122.1	-5.901628699227698	4.478440015175544	-20.3542691751085
000563	3727.132568359375	3727.132568359375	3648	5472	-43.6	0.0	-113.0	5.004626840102952	2.7746432485850736	-20.154269175108496
000304	3745.299560546875	3745.299560546875	3648	5472	-30.3	0.0	-79.1	41.13373130089823	-7.126549578169583	18.945730824891502
000459	3708.861572265625	3708.861572265625	3648	5472	-43.6	0.0	165.5	-3.3079192919255744	7.7407006125636	-5.954269175108497
000216	3732.255859375	3732.255859375	3648	5472	0.0	0.0	1.7	-0.8458455096799944	-17.52867720666902	-11.754269175108497
000577	3729.7890625	3729.7890625	3648	5472	-43.5	0.0	32.1	-4.319563469038312	-5.308341776280512	-20.3542691751085
000154	3718.458984375	3718.458984375	3648	5472	0.0	0.0	-157.9	5.382469845393756	15.669076130000981	-5.154269175108496
000611	3730.423095703125	3730.423095703125	3648	5472	-43.5	0.0	-14.1	0.4778238579623515	-7.754264176685277	-20.554269175108494
000463	3708.878662109375	3708.878662109375	3648	5472	-43.6	0.0	143.3	-6.330663338717886	8.322032358567588	-5.854269175108495
000415	3707.116943359375	3707.116943359375	3648	5472	-37.9	0.0	-117.4	4.882741999110323	4.184681952336556	11.445730824891502
000367	3729.051025390625	3729.051025390625	3648	5472	-64.8	0.0	100.8	-6.610998472107752	0.9224213549484994	20.8457308248915
000161	3720.54931640625	3720.54931640625	3648	5472	0.0	0.0	132.7	-14.265366465454036	14.920766116512695	-5.554269175108498
000473	3708.888916015625	3708.888916015625	3648	5472	-43.5	0.0	89.2	-9.085260738898915	1.2934841722097024	-4.654269175108496
