000003	0.0	0.0	-11.0	-37.969230833333334	121.90483044444446	30.6
000004	0.0	0.0	-14.6	-37.96923380555556	121.90482747222222	30.5
000005	0.0	0.0	-34.9	-37.96924280555556	121.90480941666667	30.4
000006	0.0	0.0	-31.6	-37.96925166666667	121.90481100000001	30.4
000007	0.0	0.0	-33.7	-37.969264555555554	121.90479377777778	30.6
000008	0.0	0.0	-43.3	-37.96926797222223	121.9047845	30.6
000009	0.0	0.0	-49.3	-37.96928311111111	121.90476641666667	30.6
000010	0.0	0.0	-49.4	-37.96928644444445	121.90477019444445	30.6
000011	0.0	0.0	-52.2	-37.96929925	121.90476458333333	30.6
000012	0.0	0.0	-63.7	-37.969311000000005	121.90476308333334	30.5
000013	0.0	0.0	-67.3	-37.969321972222225	121.90476333333334	30.5
000014	0.0	0.0	-69.6	-37.969326305555555	121.90476372222223	30.5
000015	0.0	0.0	-73.3	-37.969333	121.90476222222223	31.1
000016	0.0	0.0	-78.3	-37.96934072222223	121.90476391666667	31.3
000017	0.0	0.0	-81.2	-37.96934869444445	121.9047625	31.2
000018	0.0	0.0	-81.9	-37.96935205555556	121.90476230555556	31.7
000019	0.0	0.0	-92.6	-37.96937208333333	121.90476183333334	31.5
000020	0.0	0.0	-99.1	-37.96938102777778	121.90476463888889	31.5
000021	0.0	0.0	-106.4	-37.96938630555556	121.9047671388889	31.4
000022	0.0	0.0	-110.5	-37.96939316666667	121.90477305555557	31.6
000023	0.0	0.0	-112.9	-37.96939816666667	121.90477777777778	31.6
000024	0.0	0.0	-116.3	-37.96940391666667	121.9047855	31.5
000025	0.0	0.0	-126.9	-37.96941283333334	121.90479313888889	31.6
000026	0.0	0.0	-129.7	-37.96941297222222	121.90479275	33.3
000027	0.0	0.0	-133.5	-37.969417972222224	121.90480152777778	33.4
000028	0.0	0.0	-144.8	-37.96942338888889	121.90481658333334	33.5
000029	0.0	0.0	-152.0	-37.969427833333334	121.90483616666667	33.5
000030	0.0	0.0	-162.8	-37.969429194444444	121.90485369444445	33.8
000031	0.0	0.0	-171.0	-37.96943272222222	121.90487027777779	33.9
000032	0.0	0.0	-177.9	-37.96943541666667	121.90487844444445	33.8
000033	0.0	0.0	179.2	-37.969438861111115	121.9048915	33.8
000034	0.0	0.0	165.0	-37.96944144444445	121.90490930555556	33.9
000035	0.0	0.0	160.3	-37.96943536111111	121.90492130555556	33.9
000036	0.0	0.0	152.6	-37.969430583333335	121.9049316388889	33.9
000037	0.0	0.0	135.0	-37.96941463888889	121.90494547222222	34.5
000038	0.0	0.0	134.5	-37.96943277777778	121.90496561111112	34.5
000039	0.0	0.0	126.3	-37.969432250000004	121.90497405555556	34.5
000040	0.0	0.0	123.6	-37.96942244444445	121.90498197222223	34.5
000041	0.0	0.0	113.8	-37.96941338888889	121.90498961111112	34.4
000042	0.0	0.0	105.2	-37.96939927777778	121.90499305555556	34.3
000043	0.0	0.0	103.6	-37.96939233333334	121.90499666666668	34.4
000044	0.0	0.0	94.8	-37.96937725	121.9049973888889	34.4
000045	0.0	0.0	86.4	-37.96936791666667	121.90499100000001	34.5
000046	0.0	0.0	84.4	-37.969367194444445	121.90503747222223	34.6
000047	0.0	0.0	84.1	-37.96936769444444	121.90503741666667	34.6
000048	0.0	0.0	84.0	-37.96936852777778	121.90503783333334	34.6
000049	0.0	0.0	83.9	-37.96936905555556	121.9050385	34.6
000050	0.0	0.0	67.5	-37.96933225	121.90503072222222	34.5
000051	-6.3	0.0	68.9	-37.96933230555556	121.90507050000001	34.3
000052	-6.3	0.0	64.4	-37.969309083333336	121.90505561111112	34.3
000053	-6.3	0.0	54.0	-37.96929386111111	121.90503858333334	34.4
000054	-6.3	0.0	48.6	-37.969289027777776	121.90502658333334	34.3
000055	-6.3	0.0	46.2	-37.96928011111111	121.90504091666668	34.2
000056	-6.3	0.0	42.5	-37.96926713888889	121.90502694444444	34.3
000057	-6.3	0.0	34.5	-37.96925466666667	121.90500319444445	34.3
000058	-6.3	0.0	25.9	-37.96924413888889	121.90498122222223	34.4
000059	-6.3	0.0	19.2	-37.969206444444445	121.90498094444445	34.4
000060	-6.3	0.0	12.5	-37.969202833333334	121.9049578888889	34.4
000061	-6.3	0.0	7.1	-37.969202	121.90492508333334	34.5
000062	-6.3	0.0	-0.7	-37.969204500000004	121.90490591666668	34.4
000063	-6.3	0.0	-4.6	-37.96920469444444	121.90488566666667	34.4
000064	-6.3	0.0	-4.6	-37.96920691666667	121.90487763888889	34.3
000065	-6.3	0.0	-8.9	-37.96918897222223	121.90485411111112	34.0
000066	-6.3	0.0	-13.8	-37.969194305555554	121.90484061111111	34.1
000067	-6.3	0.0	-24.5	-37.96920086111111	121.90481136111111	34.2
000068	-6.3	0.0	-36.5	-37.96922066666667	121.90477033333335	34.1
000069	-6.3	0.0	-41.3	-37.96922991666667	121.90476011111112	33.9
000070	-6.3	0.0	-47.5	-37.96925502777778	121.90473161111112	34.1
000071	-6.3	0.0	-53.0	-37.96927663888889	121.90471566666668	34.1
000072	-6.3	0.0	-58.8	-37.969285694444444	121.90470397222222	34.0
000073	-6.3	0.0	-69.4	-37.969304972222226	121.90469233333334	34.0
000074	-6.3	0.0	-76.6	-37.969331805555555	121.90468158333334	33.9
000075	-6.3	0.0	-78.0	-37.9693295	121.90468266666667	33.8
000076	-6.3	0.0	-85.5	-37.96935227777778	121.90468122222222	34.0
000077	-6.3	0.0	-96.3	-37.969383972222225	121.90468186111111	34.1
000078	-6.3	0.0	-107.2	-37.96941127777778	121.90469611111112	33.9
000079	-6.3	0.0	-117.8	-37.96943941666667	121.90471194444444	34.0
000080	-6.3	0.0	-128.4	-37.969456	121.90472855555556	34.1
000081	-6.3	0.0	-141.6	-37.969481638888894	121.90476055555555	34.2
000082	-6.3	0.0	-160.2	-37.96950177777778	121.90481905555556	34.2
000083	-6.3	0.0	-170.6	-37.96950475	121.90486038888889	34.2
000084	-6.3	0.0	174.9	-37.96950502777778	121.90488808333333	34.1
000085	-6.3	0.0	165.3	-37.96950038888889	121.90491580555556	34.0
000086	-6.3	0.0	149.0	-37.96948888888889	121.90495172222222	34.1
000087	-6.3	0.0	147.2	-37.969475833333334	121.90497427777778	34.1
000088	-6.3	0.0	134.4	-37.96945652777778	121.90500686111112	34.2
000089	-6.3	0.0	120.1	-37.96944147222222	121.90502894444445	34.2
000090	-6.3	0.0	110.9	-37.96942575	121.90503947222223	34.1
000091	-6.3	0.0	99.1	-37.969402	121.90504933333334	34.1
000092	-6.3	0.0	86.8	-37.96937538888889	121.90504816666667	34.1
000093	-6.3	0.0	73.9	-37.969347472222225	121.90503711111111	34.1
000094	-6.3	0.0	65.3	-37.96932575	121.90502180555556	34.1
000095	-6.3	0.0	55.2	-37.969314833333335	121.90500922222223	34.2
000096	-6.3	0.0	52.0	-37.96931333333333	121.90500366666667	34.1
